Table, Endorsemnet, Success, Lookup Code, Code, Description, Revised Date, Short Des, Error Details
Endorsement (CO),End_STCO_CO111_3,true,STCO_CO111_3,STCO CO111.3,,10/31/00,CO 111.3 (Rev. 10-31-00) Impairment of Lien by Partial Release & Assurances Concerning Encroachments ALTA Lender ,
Endorsement (CO),End_STCO_CO110_8,true,STCO_CO110_8,STCO CO110.8,,06/01/98,CO 110.8 (Rev. 6-1-98) Variable Rate Mortgage Regulations ALTA Lender ,
Endorsement (CO),End_STCO_CO123_1,true,STCO_CO123_1,STCO CO123.1,,,CO 123.1 Zoning  ,
Endorsement (CO),End_STCO_CO101_1,true,STCO_CO101_1,STCO CO101.1,,01/15/95,CO 101.1 (Rev. 1-15-95) LP Mechanic's Lien Coverage ALTA Lender CO 101.1 (Rev. 1-15-95) OP Mechanic's Lien Coverage  ,
Endorsement (CO),End_STCO_CO122_2,true,STCO_CO122_2,STCO CO122.2,,10/31/02,CO 122.2 (Rev. 10-31-02) Revolving Credit 2 1970 ALTA Lender ,
Endorsement (CO),End_STCO_COGEC,true,STCO_COGEC,STCO COGEC,,,CO GEC Inflation  ,
Endorsement (CO),End_STCO_CO100_31,true,STCO_CO100_31,STCO CO100.31,,11/11/99,CO 100.31 (Rev. 11-11-99) Development of Minerals ALTA Owner or Lender ,
Endorsement (CO),End_STCO_CO103_2,true,STCO_CO103_2,STCO CO103.2,,,CO 103.2 Forced Removal of Encroachments onto Adjoining Property  ,
Endorsement (CO),End_STCO_CO107_3,true,STCO_CO107_3,STCO CO107.3,,,CO 107.3 Increase of Coverage  ,
Endorsement (CO),End_STCO_CO100_6,true,STCO_CO100_6,STCO CO100.6,,,CO 100.6 Present and Future Violation of CC&R  ,
Endorsement (CO),End_STCO_CO100_12,true,STCO_CO100_12,STCO CO100.12,,06/14/96,CO 100.12 (Rev. 6-14-96) Enforceability of Reverter Rights in CC&R ALTA Lender ,
Endorsement (CO),End_STCO_CO125,true,STCO_CO125,STCO CO125,,,CO 125 Truth in Lending  ,
Endorsement (CO),End_STCO_CO103_1,true,STCO_CO103_1,STCO CO103.1,,09/10/93,CO 103.1 (Rev. 9-10-93) Damage to Easement ALTA Lender ,
Endorsement (CO),End_STCO_CO110_1,true,STCO_CO110_1,STCO CO110.1,,,CO 110.1 Deletion of Exception ALTA Lender  ,
Endorsement (CO),End_STCO_CO110_3,true,STCO_CO110_3,STCO CO110.3,,06/14/96,CO 110.3 (Rev. 6-14-96) Change or Correction  ,
Endorsement (CO),End_STCO_CO107_2,true,STCO_CO107_2,STCO CO107.2,,,CO 107.2 Increase of Coverage  ,
Endorsement (CO),End_STCO_CO104,true,STCO_CO104,STCO CO104,,06/14/96,CO 104 (Rev. 6-14-96) Assignment ALTA Lender ,
Endorsement (CO),End_STCO_CO100_13,true,STCO_CO100_13,STCO CO100.13,,,CO 100.13 Priority of Lien Over Assessment  ,
Endorsement (CO),End_STCO_CO110_2,true,STCO_CO110_2,STCO CO110.2,,,CO 110.2 (Rev. 5/95) Insuring Over ALTA Lender ,
Endorsement (CO),End_STCO_CO115_1,true,STCO_CO115_1,STCO CO115.1,,,CO 115.1 Condo  ,
Endorsement (CO),End_STCO_CO110_6,true,STCO_CO110_6,STCO CO110.6,,06/14/96,CO 110.6 (Rev. 6-14-96) Renegotiable Rate Mortgage  ,
Endorsement (CO),End_STCO_CO107_10,true,STCO_CO107_10,STCO CO107.10,,,CO 107.10 Additional Insured  ,
Endorsement (CO),End_FACO_104_12,true,FACO_104_12,FACO 104.12,CO 104.12-06 (ALTA 10-06) Assignment (Rev. 2-3-10)    ,02/03/10,Assignment Endorsement   ,
Endorsement (CO),End_FACO_103_4_2006,true,FACO_103_4_2006,FACO 103.4,CLTA Form 103.4 Easement Access to Public Street (Revised 6-14-96) ALTA or CLTA - Owner or Lender ,06/14/96,   ,
Endorsement (CO),End_FACO_ALTA14_2,true,FACO_ALTA14_2,FACO ALTA14.2,ALTA 14.2-06 Future Advance - Letter of Credit (6-17-06 )  ,06/17/06,Street Assessments Endorsement  ,
Endorsement (CO),End_FACO_114_06,true,FACO_114_06,FACO 114.06,,,,
Endorsement (CO),End_FACO_ALTA14_1,true,FACO_ALTA14_1,FACO ALTA14.1,ALTA 14.1-06 Future Advance - Knowledge (6-17-06) CLTA 111.14.1-06 (6-17-06) ,06/17/06,Future Advance - KNOWLEDGE ENDORSEMENT  ,
Endorsement (CO),End_FACO_103_5_2006,true,FACO_103_5_2006,FACO 103.5,CLTA Form 103.5 Water Rights Surface Damage (Revised 9-10-93) ALTA - Owner or Lender ,09/10/93,   ,
Endorsement (CO),End_FACO_ALTA13,true,FACO_ALTA13,FACO ALTA13,Colorado Form No. 107.13-06 (Eff. 12/01 Rev. 2/16/07) ALTA Form 13-06 Leasehold - Owners ,02/16/07,   ,
Endorsement (CO),End_FACO_ALTA5_1,true,FACO_ALTA5_1,FACO ALTA5.1,ALTA 5.1-06 Planned Unit Development (Rev. 10-16-08) (with Florida modifications) ,10/16/08,Planned Unit Development Endorsement (with Florida modifications)  ,
Endorsement (CO),End_FACO_100,true,FACO_100,FACO 100,Colorado Form No.100 (Rev. 4/94)   ,,   ,
Endorsement (CO),End_FACO_ALTA7_2,true,FACO_ALTA7_2,FACO ALTA7.2,ALTA Form 7.2-06 Manufactured Housing - Conversion; Owners Adopted 6-17-06 ,06/17/06,   ,
Endorsement (CO),End_FACO_104_1,true,FACO_104_1,FACO 104.1,CO 104.1-06 (CLTA 104.1-06) Assignment of Mortgage (9-10-10)   ,09/10/10,Assignment of Mortgage Endorsement   ,
Endorsement (CO),End_FACO_111_9,true,FACO_111_9,FACO 111.9,CLTA Form 111.9 FNMA Balloon F.A. Form 36.1   ,,   ,
Endorsement (CO),End_FACO_ALTA9_2,true,FACO_ALTA9_2,FACO ALTA9.2,ALTA 9.2-06 Restrictions Encroachments Minerals - Owner's Policy:  Improved Land (6-17-06) (with Florida modifications) ,06/17/06,RESTRICTIONS ENCROACHMENTS MINERALS - OWNER'S POLICY:  IMPROVED LAND ENDORSEMENT (with Florida modifications) ,
Endorsement (CO),End_FACO_ALTA13_1,true,FACO_ALTA13_1,FACO ALTA13.1,ALTA 13.1-06 Leasehold - Loan (6-17-06) CLTA 119.6-06 ,06/17/06,Leasehold - Loan Endorsement   ,
Endorsement (CO),End_FACO_ALTA9_5,true,FACO_ALTA9_5,FACO ALTA9.5,ALTA 9.5-06 Restrictions Encroachments Minerals - Owner's Policy - Improved Land (6-17-06) (with Florida modifications) ,06/17/06,RESTRICTIONS ENCROACHMENTS MINERALS - OWNER'S POLICY - IMPROVED LAND ENDORSEMENT (with Florida modifications) ,
Endorsement (CO),End_FACO_111_10,true,FACO_111_10,FACO 111.10,CLTA Form 111.10 Revolving Line of Credit - Optional Advance   ,,   ,
Endorsement (CO),End_FACO_100_10,true,FACO_100_10,FACO 100.10,Colorado 100.10 ALTA 9.2 - ALTA Owner REM - Improved Land ,,   ,
Endorsement (CO),End_FACO_ALTA11,true,FACO_ALTA11,FACO ALTA11,ALTA 11-06 Mortgage Modification (6-17-06) CLTA 110.11-06 (6-17-06) ,06/17/06,Mortgage Modification ENDORSEMENT  ,
Endorsement (CO),End_FACO_107_11,true,FACO_107_11,FACO 107.11,CLTA Form 107.11 Non-Merger After Lender Acquires Title (Revised 9-10-93) ALTA - Lender  ,09/10/93,   ,
Endorsement (CO),End_FACO_127_3,true,FACO_127_3,FACO 127.3,Missing Document,Missing Document,Missing Document,
Endorsement (CO),End_FACO_ALTA7_1,true,FACO_ALTA7_1,FACO ALTA7.1,ALTA Form 7.1-06 Manufactured Housing-Conversion; Loan Adopted 6-17-06 ,06/17/06,   ,
Endorsement (CO),End_FACO_ALTA9_3,true,FACO_ALTA9_3,FACO ALTA9.3,ALTA 9.3-06 Restrictions Encroachments Minerals - Loan Policy (6-17-06) (with Florida modifications) ,06/17/06,RESTRICTIONS ENCROACHMENTS MINERALS - LOAN POLICY ENDORSEMENT (with Florida modifications) ,
Endorsement (CO),End_FACO_104_6,true,FACO_104_6,FACO 104.6,CO 104.6-06 (CLTA 104.6-06) Assignment of Rents/Leases (9-10-10)   ,09/10/10,Assignment of Rents/Leases Endorsement   ,
Endorsement (CO),End_FACO_ALTA12,true,FACO_ALTA12,FACO ALTA12,ALTA 12-06 Aggregation (6-17-06) (with Florida modifications) ,06/17/06,Aggregation Endorsement (with Florida modifications)  ,
Endorsement (CO),End_FACO_ALTA4_1,true,FACO_ALTA4_1,FACO ALTA4.1,ALTA 4.1-06 Condominium (Rev. 10-16-08) (with Florida modifications) ,10/16/08,Condominium Endorsement (with Florida modifications)  ,
Endorsement (CO),End_FACO_ALTA6,true,FACO_ALTA6,FACO ALTA6,ALTA 6-06 Variable Rate Mortgage (6-17-06) CLTA 111.5-06 (6-17-06) ,06/17/06,Variable Rate Mortgage ENDORSEMENT  ,
Endorsement (CO),End_FACO_ALTA1,true,FACO_ALTA1,FACO ALTA1,ALTA 1-06 Street Assessments (6-17-06)   ,06/17/06,Street Assessments Endorsement  ,
Endorsement (CO),End_FACO_127_1,true,FACO_127_1,FACO 127.1,CLTA Form 127.1 Non Imputation - Additional Insured Owner ,,   ,
Endorsement (CO),End_FACO_ALTA10,true,FACO_ALTA10,FACO ALTA10,ALTA 10-06 Assignment (6-17-06) CLTA 104.12-06 (6-17-06) ,06/17/06,Assignment Endorsement   ,
Endorsement (CO),End_FACO_127_2,true,FACO_127_2,FACO 127.2,CLTA Form 127.2 Non Imputation - Partial Equity Transfer  ,,   ,
Endorsement (CO),End_FACO_ALTA8_1,true,FACO_ALTA8_1,FACO ALTA8.1,ALTA 8.1-06 Environmental Protection Lien (6-17-06) (with Florida modifications) ,06/17/06,Environmental Protection LIEN ENDORSEMENT (with Florida modifications) ,
Endorsement (CO),End_FACO_111_11,true,FACO_111_11,FACO 111.11,CLTA Form 111.11    ,,   ,
Endorsement (CO),End_FACO_ALTA6_2,true,FACO_ALTA6_2,FACO ALTA6.2,ALTA 6.2-06 Variable Rate Mortgage - Negative Amortization (6-17-06) CLTA 111.8-06 (6-17-06) ,06/17/06,Variable Rate Mortgage - NEGATIVE AMORTIZATION ENDORSEMENT  ,
Endorsement (CO),End_FACO_100_19_2006,true,FACO_100_19_2006,FACO 100.19,CLTA Form 100.19 CC&R's Violations (Revised 6-14-96) ALTA or CLTA - Owner of Lender ,06/14/96,   ,
Endorsement (CO),End_FACO_ALTA2,true,FACO_ALTA2,FACO ALTA2,ALTA 2-06 Truth in Lending (6-17-06) CLTA 125-06 (3-9-07) ,06/17/06,Truth in Lending ENDORSEMENT  ,
Endorsement (CO),End_FACO_104_4,true,FACO_104_4,FACO 104.4,CO 104.4-06 (CLTA 104.4-06) Collateral Assignment of Mortgage (9-10-10)   ,09/10/10,Collateral Assignment of Mortgage Endorsement   ,
Endorsement (CO),End_FACO_ALTA7,true,FACO_ALTA7,FACO ALTA7,ALTA 7-06 Manufactured Housing Unit (6-17-06) CLTA 116.5-06 (6-17-06) ,06/17/06,Manufactured Housing UNIT ENDORSEMENT  ,
Endorsement (CO),End_FACO_104_13,true,FACO_104_13,FACO 104.13,CO 104.13-06 (ALTA 10.1-06) Assignment and Date Down (Rev. 2-3-10)    ,02/03/10,Assignment and Date Down Endorsement   ,
Endorsement (CO),End_FACO_ALTA14_3,true,FACO_ALTA14_3,FACO ALTA14.3,ALTA 14.3-06 Future Advance - Reverse Mortgage (6-17-06) (with Florida modifications) (without Construction Lien coverage) ,06/17/06,Future Advance - Reverse Mortgage Endorsement (with Florida modifications)  ,
Endorsement (CO),End_FACO_104_8,true,FACO_104_8,FACO 104.8,Colorado Form No. 104.8 (4/94)   ,,   ,
Endorsement (CO),End_FACO_ALTA9,true,FACO_ALTA9,FACO ALTA9,ALTA 9-06 Restrictions Easements Minerals (6-17-06) (with Florida modifications) ,06/17/06,RESTRICTIONS EASEMENTS MINERALS ENDORSEMENT (with Florida modifications) ,
Endorsement (CO),End_FACO_100_13_2006,true,FACO_100_13_2006,FACO 100.13,CLTA Form 100.13 CC&R's Assessment Liens (Revised 6-14-96) ALTA Lender ,06/14/96,   ,
Endorsement (CO),End_FACO_101_2,true,FACO_101_2,FACO 101.2,Colorado Form No. 101.2 (Rev. 4/94)   ,,   ,
Endorsement (CO),End_FACO_100_8,true,FACO_100_8,FACO 100.8,Colorado Form No. 100.8 (Eff. 7/15/02) ALTA Endorsement - Form 9 (Restrictions Easements Minerals) ,07/15/02,   ,
Endorsement (CO),End_FACO_114,true,FACO_114,FACO 114,Missing Document,Missing Document,Missing Document,
Endorsement (CO),End_FACO_ALTA14,true,FACO_ALTA14,FACO ALTA14,ALTA 14.1-06 Future Advance - Priority (6-17-06) CLTA 111.14-06 (6-17-06) ,06/17/06,Future Advance - PRIORITY ENDORSEMENT  ,
Endorsement (DC),End_FADC_DelArb,true,FADC_DelArb,FADC DelArb,Deletion of Arbitration District of Columbia ,07/01/14,Deletion of Arbitration Endorsement  ,
Endorsement (DC),End_FADC_TransDevRights,true,FADC_TransDevRights,FADC TransDevRights,Transfer Development Rights From Sending Lot Owner (Rev. 8-27-15) District of Columbia ,08/27/15,Transfer Development Rights From Sending Lot Owner Endorsement  ,
Endorsement (DC),End_FADC_CombinedLot,true,FADC_CombinedLot,FADC CombinedLot,Combined Lot Development District of Columbia ,07/01/14,Combined Lot Development Endorsement   ,
Endorsement (DC),End_FADC_SpecMtgTax,true,FADC_SpecMtgTax,FADC SpecMtgTax,Special Mortgage Tax District of Columbia ,07/01/14,Special Mortgage Tax Endorsement   ,
Endorsement (DC),End_FFDC_ALTA14_1,true,FFDC_ALTA14_1,FFDC ALTA14.1,ALTA 14.1-06 Future Advance - Knowledge Endorsement (2-3-11) w-DC Mod E64951 ,02/03/11,,
Endorsement (FL),End_FL_NSE,true,FL_NSE,FL NSE,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_FL_SUR,true,FL_SUR,FL SUR,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_CWFL_ALTA2,true,CWFL_ALTA2,CWFL ALTA2,ALTA 2-06 Truth in Lending (6/17/06) ,06/17/06,TRUTH IN LENDING   ,
Endorsement (FL),End_CWFL_CLUE,true,CWFL_CLUE,CWFL CLUE,Construction Loan Update Endorsement  ,,Construction Loan Update  ,
Endorsement (FL),End_ORT_Form103LFL,true,ORT_Form103LFL,ORT Form103LFL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3563,true,ORT_Form3563,ORT Form3563,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORFL_ALTA14_1,true,ORFL_ALTA14_1,ORFL ALTA14.1,ALTA 14.1-06 Endorsement - Future Advance - Knowledge (5/10)  ,,Future Advance - Knowledge   ,
Endorsement (FL),End_ORT_Form3622FL,true,ORT_Form3622FL,ORT Form3622FL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form2811FL,true,ORT_Form2811FL,ORT Form2811FL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form2861FL,true,ORT_Form2861FL,ORT Form2861FL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3621FL,true,ORT_Form3621FL,ORT Form3621FL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form103OTFL,true,ORT_Form103OTFL,ORT Form103OTFL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form103OFL,true,ORT_Form103OFL,ORT Form103OFL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3573,true,ORT_Form3573,ORT Form3573,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form103CTFL,true,ORT_Form103CTFL,ORT Form103CTFL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3572,true,ORT_Form3572,ORT Form3572,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3570,true,ORT_Form3570,ORT Form3570,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3568,true,ORT_Form3568,ORT Form3568,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3575,true,ORT_Form3575,ORT Form3575,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3993,true,ORT_Form3993,ORT Form3993,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3994,true,ORT_Form3994,ORT Form3994,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3569,true,ORT_Form3569,ORT Form3569,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3761,true,ORT_Form3761,ORT Form3761,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3564FL,true,ORT_Form3564FL,ORT Form3564FL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form2927FL,true,ORT_Form2927FL,ORT Form2927FL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3936,true,ORT_Form3936,ORT Form3936,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3356FL,true,ORT_Form3356FL,ORT Form3356FL,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3565,true,ORT_Form3565,ORT Form3565,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3567,true,ORT_Form3567,ORT Form3567,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_ORT_Form3574,true,ORT_Form3574,ORT Form3574,Missing Document,Missing Document,Missing Document,
Endorsement (FL),End_FFFL_ALTA39_06,true,FFFL_ALTA39_06,FFFL ALTA39.06,ALTA 39-06 Policy Authentication (4-2-13)  ,04/02/13,    ,
Endorsement (FL),End_FFFL_23_1_2016,true,FFFL_23_1_2016,FFFL 23.1,ALTA 23.1-06 Co-Insurance Multiple Policies (8-1-17) with Florida modifications  ,08/01/17,ALTA 23.1-06 (Co-Insurance - Multiple Policies) With Florida Modifications   ,
Endorsement (FL),End_FAFL_ALTA10,true,FAFL_ALTA10,FAFL ALTA10,ALTA 10-06 Assignment (6-17-06) With Florida Modifications ,06/17/06,Assignment Endorsement   ,
Endorsement (FL),End_FAFL_ALTA23_1,true,FAFL_ALTA23_1,FAFL ALTA23.1,Modified ALTA 23.1-06 Co-Insurance - Multiple Policies (Rev. 8-1-17) Florida ,08/01/17,CO-INSURANCE - MULTIPLE POLICIES ENDORSEMENT  ,
Endorsement (FL),End_FAFL_ALTA9_2,true,FAFL_ALTA9_2,FAFL ALTA9.2,ALTA 9.2-06 Restrictions Encroachments Minerals  ,02/01/11,RESTRICTIONS ENCROACHMENTS MINERALS - OWNER'S POLICY:  IMPROVED LAND ENDORSEMENT (with Florida modifications) ,
Endorsement (FL),End_FAFL_ALTA14_2,true,FAFL_ALTA14_2,FAFL ALTA14.2,ALTA 14.2-06 Future Advance - Letter of Credit (Rev. 5-10) With Florida Modifications - without construction lien coverage ,12/01/11,Future Advance - LETTER OF CREDIT ENDORSEMENT  ,
Endorsement (FL),End_FAFL_ALTA14_3,true,FAFL_ALTA14_3,FAFL ALTA14.3,ALTA 14.3-06 Future Advance - Reverse Mortgage (Rev. 6-17-06) (with Florida modifications) (without Construction Lien coverage) ,06/17/06,Future Advance - Reverse MORTGAGE ENDORSEMENT (with Florida modifications) ,
Endorsement (FL),End_FAFL_ALTA14,true,FAFL_ALTA14,FAFL ALTA14,ALTA 14-06 Future Advance - Priority (Rev. 6-17-06) (with Florida Modifications) - without construction lien coverage ,06/17/06,Future Advance - PRIORITY ENDORSEMENT (with Florida Modifications)  ,
Endorsement (FL),End_STFL_ALTA_23_2006,true,STFL_ALTA_23_2006,STFL ALTA.23,ALTA 23-06 Co-Insurance-Single Policy Endorsement 10-16-08 ,10/16/08,ALTA Endorsement 23-06 (Co-Insurance-Single Policy)   ,
Endorsement (FL),End_STFL_ALTA_23_1_2006,true,STFL_ALTA_23_1_2006,STFL ALTA.23,ALTA 23.1-06 Co-Insurance - Multiple Policies with Florida Modifications Endorsement 8-1-17 ,08/01/17,ALTA Endorsement 23.1-06 (Co-Insurance - Multiple Policies) With Florida Modifications   ,
Endorsement (FL),End_STFL_ALTA_9_3_2006,true,STFL_ALTA_9_3_2006,STFL ALTA.9,ALTA 9.3-06 Restrictions Encroachments Minerals with Florida Modifications Endorsement 6-17-06 ,06/17/06,ALTA 9.3-06 (Restrictions Encroachments Minerals with Florida Modifications Endorsement)   ,
Endorsement (FL),End_STFL_ALTA_39_2006,true,STFL_ALTA_39_2006,STFL ALTA.39,ALTA 39-06 Policy Authentication Endorsement 4-2-13 ,04/02/13,ALTA Endorsement 39-06 (POLICY AUTHENTICATION)   ,
Endorsement (FL),End_WFFL_FL205,true,WFFL_FL205,WFFL FL205,WFG-FL 205 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_ALTA9_3FL,true,WFFL_ALTA9_3FL,WFFL ALTA9_3FL,WFG 09.306 FL ALTA 9.3-06 Endorsement - Restrictions Encroachments Minerals - Loan Policy 6/17/06 (with Florida Modifications) ,06/17/06,RESTRICTIONS ENCROACHMENTS MINERALS (with Florida Modifications)   ,
Endorsement (FL),End_WFFL_ALTA14_2FL,true,WFFL_ALTA14_2FL,WFFL ALTA14_2FL,ALTA 14.2-06 Future Advance Letter of Credit Endorsement (02/03/2011) WFG 14.206v11. FL ,02/03/20,    true ,
Endorsement (FL),End_WFFL_FL204,true,WFFL_FL204,WFFL FL204,WFG-FL 204 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_ALTA9_1FL,true,WFFL_ALTA9_1FL,WFFL ALTA9_1FL,ALTA 9.1-06 Restrictions Encroachments Minerals - Owner�s Policy - Unimproved Land (06/17/2006) WFG 09.1-06.FL ,06/17/20,    true ,
Endorsement (FL),End_WFFL_ALTA14_3FL,true,WFFL_ALTA14_3FL,WFFL ALTA14_3FL,ALTA 14.3-06 Future Advance - Reverse Mortgage Endorsement (02/03/2011) WFG 14.306.FL ,02/03/20,    true ,
Endorsement (FL),End_WFFL_FL210,true,WFFL_FL210,WFFL FL210,WFG -FL 210 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_FL221,true,WFFL_FL221,WFFL FL221,REVERSE MORTGAGE END. 92 POL. WFG -FL 221 ,,    true ,
Endorsement (FL),End_WFFL_ALTA23_06FL,true,WFFL_ALTA23_06FL,WFFL ALTA23_06FL,WFG 2306v08.FL ALTA 23-06 (Co-Insurance - Single Policy) Revised 10-16-08 ,10/16/08,ENDORSEMENT CO-INSURANCE-SINGLE POLICY ALTA 23-06 (Rev. 10-16-08)  ,
Endorsement (FL),End_WFFL_ALTA4_1FL,true,WFFL_ALTA4_1FL,WFFL ALTA4_1FL,ALTA Form 4.1-06 Condominium (06/17/2006) - With FLORIDA Modifications WFG 04.1-06.FL ,06/17/20,    true ,
Endorsement (FL),End_WFFL_FL202,true,WFFL_FL202,WFFL FL202,WFG-FL 202 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_ALTA10FL,true,WFFL_ALTA10FL,WFFL ALTA10FL,ALTA Endorsement 10-06 (Assignment) Revised 02/03/2010 WFG 10-06.FL ,02/03/20,    true ,
Endorsement (FL),End_WFFL_FL206,true,WFFL_FL206,WFFL FL206,WFG-FL 206 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_FL208,true,WFFL_FL208,WFFL FL208,WFG -FL 208 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_ALTA5_1FL,true,WFFL_ALTA5_1FL,WFFL ALTA5_1FL,ALTA Form 5.1-06 Planned Unit Development (06/17/2006) - With FLORIDA Modifications WFG 5.1-06.FL ,06/17/20,    true ,
Endorsement (FL),End_WFFL_FL198,true,WFFL_FL198,WFFL FL198,WFG-FL 198 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_ALTA12FL,true,WFFL_ALTA12FL,WFFL ALTA12FL,WFG 1206v13.FL ALTA 12-06 AGGREGATION - LOAN 04-02-13 with Florida modifications ,04/02/13,ENDORSEMENT ALTA 12-06 (Aggregation-Loan with Florida Modifications)   ,
Endorsement (FL),End_WFFL_FL209,true,WFFL_FL209,WFFL FL209,WFG -FL 209 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_FL200,true,WFFL_FL200,WFFL FL200,WFG-FL 200 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_FL201,true,WFFL_FL201,WFFL FL201,WFG-FL 201 (6/00)  ,,(FLORIDA)    false ,
Endorsement (FL),End_WFFL_ALTA23_1_06FL,true,WFFL_ALTA23_1_06FL,WFFL ALTA23.1,WFG 23.106v17.FL ALTA 23.1-06 Co-Insurance-Multiple Policies Revised 08-1-2017 (with Florida modifications) ,08/01/17,ENDORSEMENT CO-INSURANCE-MULTIPLE POLICIES ALTA 23.1-06 Revised 8-1-17 (with Florida Modifications)  ,
Endorsement (FL),End_WFFL_ALTA9_2FL,true,WFFL_ALTA9_2FL,WFFL ALTA9_2FL,ALTA 9.2-06 Restrictions Encroachments Minerals - Owner's Policy-Improved Land (06/17/2006) WFG 09.2-06.FL ,06/17/20,    true ,
Endorsement (FL),End_WFFL_ALTA14FL,true,WFFL_ALTA14FL,WFFL ALTA14FL,ALTA 14-06 Future Advance - Priority Endorsement (02/03/2011) WFG 14-06.FL ,02/03/20,    true ,
Endorsement (FL),End_WFFL_ALTA39_06FL,true,WFFL_ALTA39_06FL,WFFL ALTA39_06FL,WFG3906v13.FL ALTA 39-06 Policy Authentiation Adopted 04-02-13 ,04/02/13,ENDORSEMENT ALTA 39-06 (Policy Authentication)   ,
Endorsement (FL),End_WFFL_ALTA9FL,true,WFFL_ALTA9FL,WFFL ALTA9FL,ALTA 9-06 Restrictions Encroachments Minerals (06/17/2006) WFG 0906.FL ,06/17/20,    true ,
Endorsement (FL),End_WCFL_ALTA4_1,true,WCFL_ALTA4_1,WCFL ALTA4.1,ALTA Form 4.1-06 Endorsement - Condominium rev. 10-16-08 - with FLORIDA Modifications EN-528 (1/26/11) ,10/16/08,Endorsement Condominium (With FLORIDA Modifications) ,
Endorsement (FL),End_WCFL_ALTA12,true,WCFL_ALTA12,WCFL ALTA12,FL ALTA 12-06 Aggregation-Loan with FLORIDA Modifications (ALTA 04-02-13) EN-1323 (WLTIC Edition 10/14/2020) ,04/02/13,,
Endorsement (FL),End_WCFL_CLUE,true,WCFL_CLUE,WCFL CLUE,FLORIDA Construction Loan Update EN-20 (10/18/07) ,10/18/07,Florida Construction Loan Up-date Endorsement  ,
Endorsement (FL),End_WCFL_ALTA10,true,WCFL_ALTA10,WCFL ALTA10,ALTA Endorsement 10-06 (Assignment) Revised 02-03-10 (Florida modified 12-01-13) EN-819 (1/8/14) ,02/03/10,Endorsement   ,
Endorsement (FL),End_WCFL_ALTA14,true,WCFL_ALTA14,WCFL ALTA14,ALTA 14-06 Future Advance - Priority Endorsement (2/3/11) (Florida modified 12/1/13) EN-820 (1/8/14) ,02/03/11,Endorsement Future Advance Priority  ,
Endorsement (FL),End_WCFL_ALTA9,true,WCFL_ALTA9,WCFL ALTA9,ALTA 9-06 Restrictions Encroachments Minerals (6/17/06) (Florida modified 12/1/13) EN-816 (10/17/14) ,06/17/06,Endorsement ALTA 9-06 RESTRICTIONS ENCROACHMENTS MINERALS - LOAN POLICY ,
Endorsement (FL),End_WCFL_RevCredit,true,WCFL_RevCredit,WCFL RevCredit,Revolving Credit Endorsement (FLORIDA) EN-13 (9/24/07) ,09/24/07,Revolving Credit Endorsement   ,
